,official gene symbol,cell type (general),cell type id (human),gene id
7227,PCDH15,Oligodendrocyte progenitor cells,Q101404917,Q18045862
7228,DUSP2,NK cells,Q68620803,Q17915098
7229,DUSP2,T cells,Q101405075,Q17915098
7230,TXK,NK cells,Q68620803,Q18032235
7231,TXK,T cells,Q101405075,Q18032235
7232,DOK2,NK cells,Q68620803,Q18033783
7233,KLRC2,NK cells,Q68620803,Q18028313
7234,SAMD3,NK cells,Q68620803,Q18052260
7235,CHSY1,NK cells,Q68620803,Q18036539
7236,IL18R1,NK cells,Q68620803,Q18033424
7237,IL18R1,T cells,Q101405075,Q18033424
7238,IL18R1,T helper cells,Q101404876,Q18033424
7240,DOCK2,NK cells,Q68620803,Q17914049
7241,SH2D2A,NK cells,Q68620803,Q18033784
7242,GZMK,NK cells,Q68620803,Q18026727
7243,GZMK,T cells,Q101405075,Q18026727
7244,IFNG,NK cells,Q68620803,Q18027639
7245,IFNG,T cells,Q101405075,Q18027639
7246,IFNG,T helper cells,Q101404876,Q18027639
7248,IL2RG,NK cells,Q68620803,Q14885185
7249,KIR2DL1,NK cells,Q68620803,Q18028269
7250,KIR3DL1,NK cells,Q68620803,Q18028290
7251,LILRB1,NK cells,Q68620803,Q18035895
7252,KLRG1,NK cells,Q68620803,Q18035134
7253,NCR3,NK cells,Q68620803,Q18053898
7254,ADAMTS14,NK cells,Q68620803,Q18050981
7255,CLEC2D,NK cells,Q68620803,Q18039624
7256,CLEC2D,T cells,Q101405075,Q18039624
7257,LAIR2,NK cells,Q68620803,Q18028435
7258,SLC6A2,Noradrenergic neurons,Q101404932,Q14874257
7259,SLC39A11,Noradrenergic neurons,Q101404932,Q18053214
7260,SLC9B2,Noradrenergic neurons,Q101404932,Q18050462
7261,ICOS,Nuocytes,Q101405037,Q14906890
7262,ICOS,T cells,Q101405075,Q14906890
7263,ICOS,T follicular helper cells,Q101405110,Q14906890
7264,ICOS,T follicular helper cells,Q101404875,Q14906890
7265,ICOS,T helper cells,Q101404876,Q14906890
7267,ICOS,T memory cells,Q101405071,Q14906890
7268,IL17RB,Nuocytes,Q101405037,Q18041852
7269,IL17RB,Plasmacytoid dendritic cells,Q101405033,Q18041852
7270,IL17RB,T helper cells,Q101404876,Q18041852
7272,IL17RB,Tuft cells,Q101404870,Q18041852
7273,IL17RB,Tuft cells,Q101404871,Q18041852
7274,IL7R,Nuocytes,Q101405037,Q18027842
7275,IL7R,T cells,Q101405075,Q18027842
7276,IL7R,T memory cells,Q101405071,Q18027842
7277,CRLF2,Nuocytes,Q101405037,Q18045567
7278,CRLF2,Platelets,Q101404882,Q18045567
7279,BCL11B,Nuocytes,Q101405037,Q18045804
7280,IL13,Nuocytes,Q101405037,Q14878303
7281,IL13,T helper cells,Q101404876,Q14878303
7283,ANO2,Olfactory epithelial cells,Q101405047,Q18042886
7284,RARG,Olfactory epithelial cells,Q101405047,Q18031042
7285,LRRC45,Olfactory epithelial cells,Q101405047,Q18053212
7286,KCNC4,Olfactory epithelial cells,Q101405047,Q18028147
7287,MANEA,Olfactory epithelial cells,Q101405047,Q18046274
7288,MANEA,Plasma cells,Q101405123,Q18046274
7289,PACRG,Olfactory epithelial cells,Q101405047,Q18050597
7290,GADL1,Olfactory epithelial cells,Q101405047,Q18055358
7291,TTC21A,Olfactory epithelial cells,Q101405047,Q18053122
7292,KCNA5,Olfactory epithelial cells,Q101405047,Q18028123
7293,ACSM4,Olfactory epithelial cells,Q101405047,Q18055472
7294,DUSP8,Olfactory epithelial cells,Q101405047,Q17915104
7295,TTLL3,Olfactory epithelial cells,Q101405047,Q18038132
7296,ABHD3,Olfactory epithelial cells,Q101405047,Q18053022
7297,KIF9,Olfactory epithelial cells,Q101405047,Q18045586
7298,ENDOD1,Olfactory epithelial cells,Q101405047,Q18036687
7299,TTC9,Olfactory epithelial cells,Q101405047,Q18037224
7300,RETREG1,Olfactory epithelial cells,Q101405047,Q18041018
7301,WDFY1,Olfactory epithelial cells,Q101405047,Q18043182
7302,TRAF3IP1,Olfactory epithelial cells,Q101405047,Q18038134
7303,LMAN2L,Olfactory epithelial cells,Q101405047,Q18047034
7304,IFT74,Olfactory epithelial cells,Q101405047,Q18046618
7305,B9D1,Olfactory epithelial cells,Q101405047,Q18038587
7306,WDR54,Olfactory epithelial cells,Q101405047,Q18047367
7307,TOLLIP,Olfactory epithelial cells,Q101405047,Q18041031
7308,ORMDL3,Olfactory epithelial cells,Q101405047,Q18048785
7309,DNAJB14,Olfactory epithelial cells,Q101405047,Q18046512
7310,SCN4B,Olfactory epithelial cells,Q101405047,Q14914053
7311,MAPK15,Olfactory epithelial cells,Q101405047,Q18053590
7312,CNGA4,Olfactory epithelial cells,Q101405047,Q17907830
7313,EML2,Olfactory epithelial cells,Q101405047,Q18037658
7314,CCDC184,Olfactory epithelial cells,Q101405047,Q18056429
7315,CCDC184,Retinal ganglion cells,Q101405117,Q18056429
7316,MACROD1,Olfactory epithelial cells,Q101405047,Q18039550
7317,CERS5,Olfactory epithelial cells,Q101405047,Q18048448
7318,RNF121,Olfactory epithelial cells,Q101405047,Q18041743
7319,BORCS7,Olfactory epithelial cells,Q101405047,Q18049344
7320,ELMOD3,Olfactory epithelial cells,Q101405047,Q18047444
7321,KLHL5,Olfactory epithelial cells,Q101405047,Q18039979
7322,CWC22,Olfactory epithelial cells,Q101405047,Q18044479
7323,TRIM66,Olfactory epithelial cells,Q101405047,Q18034742
7324,CARNS1,Olfactory epithelial cells,Q101405047,Q18043157
7325,CNPPD1,Olfactory epithelial cells,Q101405047,Q18038552
7326,NGRN,Olfactory epithelial cells,Q101405047,Q18040225
7327,OSCP1,Olfactory epithelial cells,Q101405047,Q18049835
7328,RIC8B,Olfactory epithelial cells,Q101405047,Q18041634
7329,SIAH2,Olfactory epithelial cells,Q101405047,Q18031496
7330,CBX4,Olfactory epithelial cells,Q101405047,Q18033080
7331,NXNL2,Olfactory epithelial cells,Q101405047,Q18052366
7332,TTC5,Olfactory epithelial cells,Q101405047,Q18048574
7333,LRRIQ1,Olfactory epithelial cells,Q101405047,Q18047415
7334,ARL6,Olfactory epithelial cells,Q101405047,Q18047405
7335,MAPKAP1,Olfactory epithelial cells,Q101405047,Q18046011
7336,FAM131C,Olfactory epithelial cells,Q101405047,Q18055777
7337,SH3GLB2,Olfactory epithelial cells,Q101405047,Q18042571
7338,FAM92B,Olfactory epithelial cells,Q101405047,Q18055273
7339,PKIB,Olfactory epithelial cells,Q101405047,Q18030763
7340,FETUB,Olfactory epithelial cells,Q101405047,Q18038542
7341,DUSP14,Olfactory epithelial cells,Q101405047,Q18036101
7342,GRAMD1C,Olfactory epithelial cells,Q101405047,Q18041238
7343,RTP2,Olfactory epithelial cells,Q101405047,Q18055616
7344,IFT43,Olfactory epithelial cells,Q101405047,Q18048866
7345,CLGN,Olfactory epithelial cells,Q101405047,Q5023042
7346,CLGN,Trigeminal neurons,Q101404857,Q5023042
7347,EFCAB10,Olfactory epithelial cells,Q101405047,Q18063244
7348,MYCBP,Olfactory epithelial cells,Q101405047,Q18038224
7349,RD3,Olfactory epithelial cells,Q101405047,Q18055534
7350,HIST2H2BE,Olfactory epithelial cells,Q101405047,Q18032849
7351,SCN9A,Olfactory epithelial cells,Q101405047,Q14907685
7352,SCN9A,Trigeminal neurons,Q101404857,Q14907685
7353,ABHD16A,Olfactory epithelial cells,Q101405047,Q18032667
7354,IMPDH1,Olfactory epithelial cells,Q101405047,Q5972069
7355,CTXN3,Olfactory epithelial cells,Q101405047,Q18059288
7356,S100A5,Olfactory epithelial cells,Q101405047,Q18031351
7357,FAIM,Olfactory epithelial cells,Q101405047,Q18041624
7358,THEM6,Olfactory epithelial cells,Q101405047,Q18040226
7359,CNGA2,Olfactory epithelial cells,Q101405047,Q17907826
7360,CNTN4,Olfactory epithelial cells,Q101405047,Q18052184
7361,CNTN4,Photoreceptor cells,Q101404878,Q18052184
7362,CNTN4,Photoreceptor cells,Q101404879,Q18052184
7363,EFNA3,Olfactory epithelial cells,Q101405047,Q17916057
7364,EFNA3,Retinal ganglion cells,Q101405117,Q17916057
7365,RTP1,Olfactory epithelial cells,Q101405047,Q18050291
7366,AK1,Olfactory epithelial cells,Q101405047,Q17816398
7367,FLRT1,Olfactory epithelial cells,Q101405047,Q18037639
7368,JAKMIP1,Olfactory epithelial cells,Q101405047,Q18052207
7369,JAKMIP1,Spermatocytes,Q101404900,Q18052207
7370,GNG13,Olfactory epithelial cells,Q101405047,Q18040574
7371,GNG13,Photoreceptor cells,Q101404878,Q18040574
7372,GNG13,Photoreceptor cells,Q101404879,Q18040574
7373,GNG13,Pinealocytes,Q101404890,Q18040574
7374,GNG13,Proximal tubule cells,Q101404885,Q18040574
7375,GNG13,Tuft cells,Q101404870,Q18040574
7376,GNG13,Tuft cells,Q101404871,Q18040574
7377,ACBD7,Olfactory epithelial cells,Q101405047,Q18058211
7378,GNAL,Olfactory epithelial cells,Q101405047,Q18026230
7379,GFY,Olfactory epithelial cells,Q101405047,Q18068088
7380,STOM,Olfactory epithelial cells,Q101405047,Q7618726
7381,CSPG4,Oligodendrocyte progenitor cells,Q101404917,Q17910930
7382,CSPG4,Pericytes,Q101405045,Q17910930
7383,OLIG2,Oligodendrocyte progenitor cells,Q101404917,Q18035130
7384,OLIG2,Oligodendrocytes,Q101404898,Q18035130
7385,OLIG2,Radial glia cells,Q101404897,Q18035130
7386,MATN4,Oligodendrocyte progenitor cells,Q101404917,Q18033364
7387,C1QL1,Oligodendrocyte progenitor cells,Q101404917,Q18035915
7388,GPR17,Oligodendrocyte progenitor cells,Q101404917,Q18026370
7389,EPN2,Oligodendrocyte progenitor cells,Q101404917,Q5323892
7390,LHFPL3,Oligodendrocyte progenitor cells,Q101404917,Q18056164
7391,NEU4,Oligodendrocyte progenitor cells,Q101404917,Q18049959
7392,LAD1,Oligodendrocyte progenitor cells,Q101404917,Q18028424
7393,SLC25A47,Oligodendrocyte progenitor cells,Q101404917,Q18054167
7394,ETV5,Oligodendrocyte progenitor cells,Q101404917,Q17917649
7395,ETV5,Pulmonary alveolar type II cells,Q101404950,Q17917649
7396,CSPG5,Oligodendrocyte progenitor cells,Q101404917,Q18035598
7397,OLIG1,Oligodendrocyte progenitor cells,Q101404917,Q18049235
7398,OLIG1,Oligodendrocytes,Q101404898,Q18049235
7399,OLIG1,Schwann cells,Q101404893,Q18049235
7400,TNR,Oligodendrocyte progenitor cells,Q101404917,Q18032055
7401,FYN,Oligodendrocyte progenitor cells,Q101404917,Q18024903
7402,CNP,Oligodendrocyte progenitor cells,Q101404917,Q14330848
7403,CNP,Schwann cells,Q101404893,Q14330848
7404,GALC,Oligodendrocytes,Q101404898,Q14905422
7405,MOG,Oligodendrocytes,Q101404898,Q14876222
7406,TF,Oligodendrocytes,Q101404898,Q14860550
7407,TF,Sertoli cells,Q101404909,Q14860550
7408,OLIG3,Oligodendrocytes,Q101404898,Q18052830
7409,GJC2,Oligodendrocytes,Q101404898,Q18042945
7410,BCAS1,Oligodendrocytes,Q101404898,Q18033082
7411,BCAS1,Schwann cells,Q101404893,Q18033082
7412,ENPP6,Oligodendrocytes,Q101404898,Q18050459
7413,TMEM63A,Oligodendrocytes,Q101404898,Q18034618
7414,GPR62,Oligodendrocytes,Q101404898,Q18049317
7415,SLC25A38,Oligodendrocytes,Q101404898,Q15997150
7416,TYRO3,Oligodendrocytes,Q101404898,Q18032238
7417,S1PR5,Oligodendrocytes,Q101404898,Q18040670
7418,ASPA,Oligodendrocytes,Q101404898,Q18016445
7419,ASPA,Schwann cells,Q101404893,Q18016445
7420,EPHB1,Oligodendrocytes,Q101404898,Q18301055
7421,EPHB1,Osteoclasts,Q101404928,Q18301055
7422,FASN,Oligodendrocytes,Q101404898,Q3604529
7423,OMG,Oligodendrocytes,Q101404898,Q18030275
7424,ZDHHC9,Oligodendrocytes,Q101404898,Q18040012
7425,ADAMTS4,Oligodendrocytes,Q101404898,Q18034336
7426,MYRF,Oligodendrocytes,Q101404898,Q17854250
7427,SEMA4D,Oligodendrocytes,Q101404898,Q18035440
7428,SEMA4D,Osteoclasts,Q101404928,Q18035440
7429,TMEM125,Oligodendrocytes,Q101404898,Q18049855
7430,KLHL2,Oligodendrocytes,Q101404898,Q18036450
7431,DPY19L1,Oligodendrocytes,Q101404898,Q18037099
7432,TSPAN15,Oligodendrocytes,Q101404898,Q18037273
7433,HAPLN2,Oligodendrocytes,Q101404898,Q18045339
7434,OPALIN,Oligodendrocytes,Q101404898,Q18048710
7435,ERMN,Oligodendrocytes,Q101404898,Q18043059
7436,FA2H,Oligodendrocytes,Q101404898,Q18046028
7437,CLDN11,Oligodendrocytes,Q101404898,Q18030306
7438,CLDN11,Sertoli cells,Q101404909,Q18030306
7439,ELOVL7,Oligodendrocytes,Q101404898,Q18046521
7440,PLLP,Oligodendrocytes,Q101404898,Q18039980
7441,NINJ2,Oligodendrocytes,Q101404898,Q18030151
7442,SGK2,Oligodendrocytes,Q101404898,Q18035036
7443,GJC3,Oligodendrocytes,Q101404898,Q18055799
7444,KLK6,Oligodendrocytes,Q101404898,Q18030829
7445,NFE2L3,Oligodendrocytes,Q101404898,Q18034411
7446,PEX5L,Oligodendrocytes,Q101404898,Q18040390
7447,CLDN14,Oligodendrocytes,Q101404898,Q18037280
7448,CNTF,Oligodendrocytes,Q101404898,Q14906191
7449,EML1,Oligodendrocytes,Q101404898,Q17916684
7450,KIF6,Oligodendrocytes,Q101404898,Q18053504
7451,NIPAL4,Oligodendrocytes,Q101404898,Q18055793
7452,SEC14L5,Oligodendrocytes,Q101404898,Q18034610
7453,SP7,Oligodendrocytes,Q101404898,Q20970082
7454,SP7,Osteoblasts,Q101405044,Q20970082
7455,ST18,Oligodendrocytes,Q101404898,Q18034601
7456,DUSP15,Oligodendrocytes,Q101404898,Q18049916
7457,ARSG,Oligodendrocytes,Q101404898,Q18036578
7458,NPC1,Oligodendrocytes,Q101404898,Q14914279
7459,MAG,Oligodendrocytes,Q101404898,Q14906304
7460,MAG,Schwann cells,Q101404893,Q14906304
7461,SLC25A29,Oligodendrocytes,Q101404898,Q18049524
7462,SLC25A19,Oligodendrocytes,Q101404898,Q18045283
7463,PLEKHH1,Oligodendrocytes,Q101404898,Q18043065
7464,TMEM88B,Oligodendrocytes,Q101404898,Q18059672
7465,DBNDD2,Oligodendrocytes,Q101404898,Q18042122
7466,SGK3,Oligodendrocytes,Q101404898,Q18037583
7467,ARRDC2,Oligodendrocytes,Q101404898,Q18038614
7468,PLP1,Oligodendrocytes,Q101404898,Q14912011
7469,PLP1,Schwann cells,Q101404893,Q14912011
7470,MBP,Oligodendrocytes,Q101404898,Q14876140
7471,SLC6A6,Osteoblasts,Q101405044,Q18031538
7472,SLC6A6,Pinealocytes,Q101404890,Q18031538
7473,LRP4,Osteoblasts,Q101405044,Q18028665
7474,EGFL6,Osteoblasts,Q101405044,Q18037844
7475,EGFL6,Pulmonary alveolar type I cells,Q101405061,Q18037844
7476,EGFL6,Pulmonary alveolar type II cells,Q101404950,Q18037844
7477,GPER1,Osteoblasts,Q101405044,Q18268232
7478,NF2,Osteoblasts,Q101405044,Q14889782
7479,NF2,Schwann cells,Q101404893,Q14889782
7480,NF2,Sertoli cells,Q101404909,Q14889782
7481,NF2,Smooth muscle cells,Q101404901,Q14889782
7482,PHEX,Osteoblasts,Q101405044,Q14913440
7483,PLCD4,Osteoblasts,Q101405044,Q18047786
7484,FOXO1,Osteoblasts,Q101405044,Q17928793
7485,MAGED1,Osteoblasts,Q101405044,Q18034332
7486,PARD6G,Osteoblasts,Q101405044,Q18047658
7487,TNFSF11,Osteoblasts,Q101405044,Q14905567
7488,TNFSF11,T helper cells,Q101404876,Q14905567
7490,TNFRSF10A,Osteoblasts,Q101405044,Q18033393
7491,CX3CL1,Osteoblasts,Q101405044,Q14907780
7492,F2R,Osteoblasts,Q101405044,Q17918420
7493,F2R,Platelets,Q101404882,Q17918420
7494,NOD1,Osteoblasts,Q101405044,Q18035347
7495,NOD2,Osteoblasts,Q101405044,Q14912589
7496,NOD2,Paneth cells,Q101405040,Q14912589
7497,NOD2,Platelets,Q101404882,Q14912589
7498,CYP27B1,Osteoblasts,Q101405044,Q14599754
7499,CYP27B1,Parathyroid chief cells,Q101405106,Q14599754
7500,P2RX4,Osteoblasts,Q101405044,Q18030317
7501,INSR,Osteoblasts,Q101405044,Q14863356
7502,EPHB4,Osteoblasts,Q101405044,Q18250404
7503,FGFR1,Osteoblasts,Q101405044,Q14914258
7504,FGFR1,Parathyroid chief cells,Q101405106,Q14914258
7505,BGLAP,Osteoblasts,Q101405044,Q14916342
7506,BGLAP,Platelets,Q101404882,Q14916342
7507,TLR5,Osteoblasts,Q101405044,Q14914085
7508,TLR5,Paneth cells,Q101405040,Q14914085
7509,COL11A2,Osteoblasts,Q101405044,Q17908457
7510,IBSP,Osteoblasts,Q101405044,Q14907671
7511,BMP1,Osteoblasts,Q101405044,Q14903763
7512,OLFML2B,Osteoblasts,Q101405044,Q18037784
7513,NPNT,Osteoblasts,Q101405044,Q18053814
7514,NPNT,Principal cells,Q101404911,Q18053814
7515,OLFML1,Osteoblasts,Q101405044,Q18054101
7516,NFKB2,Osteoclast precursor cells,Q101405070,Q18030102
7517,TNFRSF11A,Osteoclast precursor cells,Q101405070,Q14897634
7518,TNFRSF11A,Osteoclasts,Q101404928,Q14897634
7519,TRAF6,Osteoclast precursor cells,Q101405070,Q14914325
7520,CYSLTR1,Osteoclast precursor cells,Q101405070,Q18035843
7521,SOST,Osteoclasts,Q101404928,Q14887295
7522,SOST,Osteocytes,Q101404904,Q14887295
7523,ZBTB7A,Osteoclasts,Q101404928,Q18040230
7524,TNFRSF11B,Osteoclasts,Q101404928,Q14864397
7525,PTPRA,Osteoclasts,Q101404928,Q18030936
7526,ITPR3,Osteoclasts,Q101404928,Q18028078
7527,ITPR3,Purkinje neurons,Q101404913,Q18028078
7528,THRA,Osteoclasts,Q101404928,Q18031986
7529,LTB4R,Osteoclasts,Q101404928,Q15322329
7530,TRPV5,Osteoclasts,Q101404928,Q15327773
7531,TRPV5,Principal cells,Q101404911,Q15327773
7532,SNX10,Osteoclasts,Q101404928,Q18039674
7533,OSCAR,Osteoclasts,Q101404928,Q18049649
7534,DCSTAMP,Osteoclasts,Q101404928,Q18047010
7535,SLC39A14,Osteoclasts,Q101404928,Q18037233
7536,IRAK3,Osteoclasts,Q101404928,Q18036402
7537,ITGAV,Osteoclasts,Q101404928,Q18028029
7538,ITGAV,Stromal cells,Q101404941,Q18028029
7539,GRM8,Osteoclasts,Q101404928,Q18026556
7540,GRM8,Plasmacytoid dendritic cells,Q101405033,Q18026556
7541,PFN1,Osteocytes,Q101404904,Q18030490
7542,GCM2,Oxyphil cells,Q101404925,Q18033942
7543,PTF1A,Pancreatic progenitor cells,Q101405063,Q18053841
7544,RPL23A,Pancreatic progenitor cells,Q101405063,Q18031246
7545,MFNG,Pancreatic progenitor cells,Q101405063,Q18029070
7546,NDUFA4L2,Pancreatic stellate cells,Q101404859,Q18042568
7547,NDUFA4L2,Pericytes,Q101405045,Q18042568
7548,MMP11,Pancreatic stellate cells,Q101404859,Q18029202
7549,MMP11,Pulmonary alveolar type I cells,Q101405061,Q18029202
7550,COL4A1,Pancreatic stellate cells,Q101404859,Q5145886
7551,COL4A1,Stromal cells,Q101404941,Q5145886
7552,TNFAIP6,Pancreatic stellate cells,Q101404859,Q18032043
7553,DEFA5,Paneth cells,Q101405040,Q17913942
7554,DEFA6,Paneth cells,Q101405040,Q17913943
7555,PLA2G2A,Paneth cells,Q101405040,Q18030574
7556,PRSS1,Paneth cells,Q101405040,Q18030823
7557,GUCA2B,Paneth cells,Q101405040,Q18026676
7558,REG3G,Paneth cells,Q101405040,Q18049973
7559,RETNLB,Paneth cells,Q101405040,Q18047710
7560,GPX2,Paneth cells,Q101405040,Q18026459
7561,PNLIPRP2,Paneth cells,Q101405040,Q18030632
7562,LGR4,Paneth cells,Q101405040,Q18041803
7563,RIPK2,Paneth cells,Q101405040,Q18033332
7564,RAP1A,Paneth cells,Q101405040,Q18031032
7565,ATG16L1,Paneth cells,Q101405040,Q4654662
7566,WNT9B,Paneth cells,Q101405040,Q18032371
7567,MPTX1,Paneth cells,Q101405040,Q18060483
7568,KLF15,Paneth cells,Q101405040,Q18039553
7569,LRP2,Parathyroid chief cells,Q101405106,Q18028659
7570,LRP2,Proximal tubule cells,Q101404885,Q18028659
7571,PTH,Parathyroid chief cells,Q101405106,Q14860476
7572,RAB3A,Parathyroid chief cells,Q101405106,Q18030989
7573,EGFL8,Peri-islet Schwann cells,Q101404867,Q18046827
7574,EGFL8,Schwann cells,Q101404893,Q18046827
7575,GFRA1,Peri-islet Schwann cells,Q101404867,Q20970135
7576,OLFML2A,Peri-islet Schwann cells,Q101404867,Q18052863
7577,VGLL3,Peri-islet Schwann cells,Q101404867,Q18056613
7578,INSC,Peri-islet Schwann cells,Q101404867,Q18056415
7579,FIGN,Peri-islet Schwann cells,Q101404867,Q18041578
7580,LRRTM1,Peri-islet Schwann cells,Q101404867,Q15316942
7581,SEMA3B,Peri-islet Schwann cells,Q101404867,Q18032646
7582,SEMA3B,Pulmonary alveolar type I cells,Q101405061,Q18032646
7583,SEMA3B,Schwann cells,Q101404893,Q18032646
7584,PNLIPRP1,Peri-islet Schwann cells,Q101404867,Q18030631
7585,HIGD1B,Pericytes,Q101405045,Q18040549
7586,PDZD2,Pericytes,Q101405045,Q18036675
7587,MXRA8,Pericytes,Q101405045,Q18041127
7588,PDE5A,Pericytes,Q101405045,Q14865580
7589,PDE5A,Purkinje neurons,Q101404913,Q14865580
7590,EMID1,Pericytes,Q101405045,Q18049934
7591,REM1,Pericytes,Q101405045,Q18039513
7592,SLC38A11,Pericytes,Q101405045,Q18052000
7593,SLC38A11,Smooth muscle cells,Q101404901,Q18052000
7594,ATP13A5,Pericytes,Q101405045,Q18055618
7595,INPP4B,Pericytes,Q101405045,Q18033452
7596,MYO1B,Pericytes,Q101405045,Q18029402
7597,COG7,Pericytes,Q101405045,Q18048581
7598,HEYL,Pericytes,Q101405045,Q18038267
7599,HEYL,Satellite cells,Q101404953,Q18038267
7600,GNB4,Pericytes,Q101405045,Q18045191
7601,LAMC3,Peritubular myoid cells,Q101405058,Q18035292
7602,MYLIP,Peritubular myoid cells,Q101405058,Q18039620
7603,TMEM98,Peritubular myoid cells,Q101405058,Q18037878
7604,KCNMB1,Peritubular myoid cells,Q101405058,Q18028217
7605,KCNMB1,Smooth muscle cells,Q101404901,Q18028217
7606,CILP,Peritubular myoid cells,Q101405058,Q18032973
7607,EPHX1,Peritubular myoid cells,Q101405058,Q17916974
7608,OSR2,Peritubular myoid cells,Q101405058,Q18049189
7609,OSR2,Spermatocytes,Q101404900,Q18049189
7610,TPM4,Peritubular myoid cells,Q101405058,Q18032082
7611,WNT2B,Peritubular myoid cells,Q101405058,Q18032369
7612,RCVRN,Photoreceptor cells,Q101404878,Q18031078
7613,RCVRN,Photoreceptor cells,Q101404879,Q18031078
7614,PDC,Photoreceptor cells,Q101404878,Q18030398
7615,PDC,Photoreceptor cells,Q101404879,Q18030398
7616,NRL,Photoreceptor cells,Q101404878,Q18030220
7617,NRL,Photoreceptor cells,Q101404879,Q18030220
7618,NR2E3,Photoreceptor cells,Q101404878,Q18255604
7619,NR2E3,Photoreceptor cells,Q101404879,Q18255604
7620,SAG,Photoreceptor cells,Q101404878,Q18031368
7621,SAG,Photoreceptor cells,Q101404879,Q18031368
7622,SAG,Pinealocytes,Q101404890,Q18031368
7623,SAG,Retinal progenitor cells,Q101404912,Q18031368
7624,RHO,Photoreceptor cells,Q101404878,Q14859555
7625,RHO,Photoreceptor cells,Q101404879,Q14859555
7626,RHO,Retinal progenitor cells,Q101404912,Q14859555
7627,ROM1,Photoreceptor cells,Q101404878,Q18031205
7628,ROM1,Photoreceptor cells,Q101404879,Q18031205
7629,ROM1,Pinealocytes,Q101404890,Q18031205
7630,CRX,Photoreceptor cells,Q101404878,Q17909869
7631,CRX,Photoreceptor cells,Q101404879,Q17909869
7632,CRX,Pinealocytes,Q101404890,Q17909869
7633,PDE6G,Photoreceptor cells,Q101404878,Q18030413
7634,PDE6G,Photoreceptor cells,Q101404879,Q18030413
7635,TPBG,Photoreceptor cells,Q101404878,Q18032073
7636,TPBG,Photoreceptor cells,Q101404879,Q18032073
7637,FRMD3,Photoreceptor cells,Q101404878,Q18053870
7638,FRMD3,Photoreceptor cells,Q101404879,Q18053870
7639,RD3L,Photoreceptor cells,Q101404878,Q18060431
7640,RD3L,Photoreceptor cells,Q101404879,Q18060431
7641,RNF152,Photoreceptor cells,Q101404878,Q18053440
7642,RNF152,Photoreceptor cells,Q101404879,Q18053440
7643,SEBOX,Photoreceptor cells,Q101404878,Q18060045
7644,SEBOX,Photoreceptor cells,Q101404879,Q18060045
7645,NLK,Photoreceptor cells,Q101404878,Q18040518
7646,NLK,Photoreceptor cells,Q101404879,Q18040518
7647,STX3,Photoreceptor cells,Q101404878,Q18031772
7648,STX3,Photoreceptor cells,Q101404879,Q18031772
7649,STRIP2,Photoreceptor cells,Q101404878,Q18043052
7650,STRIP2,Photoreceptor cells,Q101404879,Q18043052
7651,VSTM2B,Photoreceptor cells,Q101404878,Q18055518
7652,VSTM2B,Photoreceptor cells,Q101404879,Q18055518
7653,CACNA2D4,Photoreceptor cells,Q101404878,Q18048723
7654,CACNA2D4,Photoreceptor cells,Q101404879,Q18048723
7655,TRNP1,Photoreceptor cells,Q101404878,Q18056538
7656,TRNP1,Photoreceptor cells,Q101404879,Q18056538
7657,OTX2,Photoreceptor cells,Q101404878,Q18030309
7658,OTX2,Photoreceptor cells,Q101404879,Q18030309
7659,CACNA2D3,Photoreceptor cells,Q101404878,Q18042064
7660,CACNA2D3,Photoreceptor cells,Q101404879,Q18042064
7661,LIN7A,Photoreceptor cells,Q101404878,Q18033459
7662,LIN7A,Photoreceptor cells,Q101404879,Q18033459
7663,GPR179,Photoreceptor cells,Q101404878,Q18058395
7664,GPR179,Photoreceptor cells,Q101404879,Q18058395
7665,CABP5,Photoreceptor cells,Q101404878,Q18042382
7666,CABP5,Photoreceptor cells,Q101404879,Q18042382
7667,LRTM1,Photoreceptor cells,Q101404878,Q18043028
